player,team,PF,P_all,P_T100,P_T1000,CP_all,CP_T100,CP_T1000,CP_all_diff,CP_T100_diff,CP_T1000_diff,P_all_diff,P_T100_diff,P_T1000_diff,P_rookies%,P_exp%,P_vets%,trend,pos,game
A. Saint-Maximin,NEW,1.1,1.1,0.0,0.1,,,,,,,-0.1,0.0,0.1,1.7,0.6,0.3,-0.9,A,PL
P. Gross,BRI,1.0,1.0,0.0,0.0,,,,,,,-0.5,-2.0,-0.8,1.5,0.4,0.5,9.0,M,PL
O. Skipp,TOT,1.0,0.8,0.0,1.3,,,,,,,0.7,0.0,1.2,0.8,0.9,0.6,25.2,M,PL
C. Adams,SOU,1.0,1.0,0.0,0.0,,,,,,,-0.2,0.0,0.0,0.9,0.9,1.9,-0.9,A,PL
D. Dalot,MAU,1.0,0.9,0.0,0.3,,,,,,,-0.7,-2.0,-1.2,1.4,0.5,0.3,8.1,F,PL
N. Patterson,EVE,1.0,1.0,0.0,0.2,,,,,,,0.0,0.0,-0.1,1.3,0.7,0.6,0.0,F,PL
L. Ayling,LEE,1.0,1.0,1.0,1.0,,,,,,,0.7,1.0,0.9,0.7,1.5,1.0,-7.2,F,PL
T. Mitchell,CRP,1.0,1.0,0.0,0.3,,,,,,,-0.0,0.0,0.0,1.3,0.6,0.9,0.0,F,PL
C. Nørgaard,BRE,1.0,0.9,0.0,0.1,,,,,,,-0.3,0.0,0.0,1.6,0.3,0.1,4.5,M,PL
C. Eriksen,MAU,1.0,1.0,0.0,0.0,,,,,,,-0.1,0.0,0.0,1.4,0.5,0.8,-1.8,M,PL
R. Henry,BRE,1.0,0.7,0.0,0.1,,,,,,,-0.3,0.0,-0.6,1.0,0.6,0.2,23.4,F,PL
V. Guaita,CRP,0.9,0.9,0.0,0.1,,,,,,,-0.0,0.0,0.0,0.6,1.0,2.2,0.0,G,PL
C. Lenglet,TOT,0.9,0.7,0.0,0.0,,,,,,,0.1,0.0,0.0,0.6,0.7,1.4,17.1,F,PL
J. Bowen,WHU,0.9,0.9,0.0,0.8,,,,,,,0.7,0.0,0.8,0.9,1.0,0.9,-2.7,A,PL
V. Janelt,BRE,0.9,0.8,0.0,0.1,,,,,,,-0.2,0.0,-0.3,1.1,0.6,0.3,9.0,M,PL
J. Gomes,WOL,0.9,1.0,0.0,0.6,,,,,,,-0.6,0.0,-0.7,0.9,1.2,0.8,-12.6,M,PL
P. Højbjerg,TOT,0.9,0.9,0.0,0.1,,,,,,,0.1,0.0,-0.1,1.4,0.3,0.3,0.0,M,PL
A. Onana,EVE,0.9,0.9,1.0,0.4,,,,,,,0.4,1.0,0.3,0.9,0.8,0.8,-1.8,M,PL
J. Tanganga,TOT,0.9,0.8,0.0,0.2,,,,,,,-0.1,-1.0,0.0,0.9,0.8,0.9,0.9,F,PL
J. van Hecke,BRI,0.8,0.8,2.0,0.3,,,,,,,-0.8,0.0,-1.1,0.7,0.9,1.1,0.0,F,PL
T. Soucek,WHU,0.8,0.9,0.0,0.1,,,,,,,0.8,0.0,0.1,0.8,1.0,1.1,-7.2,M,PL
F. Schär,NEW,0.8,0.8,0.0,0.0,,,,,,,-1.1,-1.0,-0.9,0.9,0.8,0.8,-1.8,F,PL
V. Kristiansen,LEI,0.8,0.7,0.0,0.0,,,,,,,0.1,0.0,0.0,0.9,0.6,0.4,10.8,F,PL
A. Mitrovic,FUL,0.8,0.8,0.0,0.0,,,,,,,-0.4,0.0,-0.1,1.0,0.7,0.6,-4.5,A,PL
T. Chalobah,CHE,0.8,0.8,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.5,0.9,1.6,-0.9,F,PL
E. Royal,TOT,0.8,0.6,0.0,0.4,,,,,,,0.3,0.0,0.2,0.8,0.5,0.4,13.5,F,PL
D. Luiz,ASV,0.7,0.7,1.0,0.7,,,,,,,0.4,1.0,0.7,0.9,0.7,0.3,0.9,M,PL
Antony,MAU,0.7,0.7,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.7,0.6,0.8,5.4,M,PL
B. Kamara,ASV,0.7,0.7,2.0,0.9,,,,,,,0.4,2.0,0.9,0.8,0.7,0.3,0.0,M,PL
K. Tsimikas,LIV,0.7,0.7,0.0,0.3,,,,,,,0.1,0.0,0.3,0.4,0.9,1.3,-1.8,F,PL
B. Johnson,NOT,0.7,0.7,1.0,0.2,,,,,,,0.1,1.0,0.2,0.6,0.8,0.7,0.0,A,PL
J. Harrison,LEE,0.7,0.7,0.0,0.4,,,,,,,0.5,0.0,0.2,0.5,0.9,0.9,-2.7,M,PL
S. Benrahma,WHU,0.7,0.6,1.0,0.4,,,,,,,0.3,1.0,0.4,0.8,0.5,0.5,0.9,A,PL
H. Reed,FUL,0.6,0.7,0.0,0.4,,,,,,,0.5,0.0,0.4,0.9,0.6,0.2,-4.5,M,PL
N. Clyne,CRP,0.6,0.6,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.7,0.6,0.3,0.0,F,PL
K. Walker-Peters,SOU,0.6,0.6,0.0,0.0,,,,,,,0.0,0.0,0.0,0.5,0.8,0.6,-0.9,F,PL
M. Kilman,WOL,0.6,0.6,0.0,0.3,,,,,,,-0.1,0.0,-0.3,0.5,0.7,1.1,-3.6,F,PL
R. Varane,MAU,0.6,0.6,0.0,0.0,,,,,,,-0.6,0.0,-0.3,0.7,0.5,0.4,3.6,F,PL
C. Summerville,LEE,0.6,0.7,1.0,1.0,,,,,,,0.3,1.0,1.0,0.8,0.5,0.5,-7.2,A,PL
S. Armstrong,SOU,0.6,0.6,2.0,1.2,,,,,,,0.6,2.0,1.2,0.3,0.7,1.8,-2.7,M,PL
D. Jota,LIV,0.6,0.6,1.0,0.4,,,,,,,0.6,1.0,0.4,0.6,0.6,0.5,-1.8,A,PL
J. Veltman,BRI,0.6,0.5,0.0,0.0,,,,,,,-0.3,0.0,-0.3,0.7,0.4,0.2,7.2,F,PL
Y. Wissa,BRE,0.6,0.5,0.0,0.0,,,,,,,-0.3,0.0,-0.1,0.6,0.6,0.3,3.6,M,PL
E. Smith Rowe,ARS,0.6,0.6,0.0,0.3,,,,,,,0.4,0.0,0.3,0.8,0.5,0.1,-1.8,M,PL
J. Andersen,CRP,0.6,0.6,0.0,0.0,,,,,,,0.1,0.0,0.0,0.8,0.4,0.2,0.9,F,PL
P. Foden,MAC,0.6,0.6,0.0,0.1,,,,,,,0.0,0.0,0.1,0.5,0.6,0.5,0.9,M,PL
C. Wood,NOT,0.6,0.6,0.0,0.1,,,,,,,0.1,0.0,0.1,0.7,0.4,0.5,0.9,A,PL
T. Davies,EVE,0.6,0.6,0.0,1.0,,,,,,,0.5,0.0,1.0,0.4,0.6,1.3,-6.3,M,PL
M. Jørgensen,BRE,0.5,0.5,0.0,0.0,,,,,,,-0.2,0.0,0.0,0.6,0.5,0.2,0.0,F,PL
Fabinho,LIV,0.5,0.6,0.0,0.4,,,,,,,0.5,0.0,0.4,0.8,0.4,0.5,-6.3,M,PL
V. Sinisalo,ASV,0.5,0.5,0.0,0.2,,,,,,,0.0,0.0,0.0,0.7,0.4,0.2,0.0,G,PL
B. Silva,MAC,0.5,0.5,0.0,0.0,,,,,,,0.2,0.0,0.0,0.6,0.4,0.6,-2.7,M,PL
S. Longstaff,NEW,0.5,0.5,0.0,0.0,,,,,,,-0.6,0.0,-0.1,0.8,0.3,0.1,0.0,M,PL
K. Koulibaly,CHE,0.5,0.5,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.4,0.4,1.3,1.8,F,PL
K. Navas Gamboa,NOT,0.5,0.5,0.0,0.3,,,,,,,0.4,0.0,0.3,0.6,0.4,0.3,2.7,G,PL
A. Lallana,BRI,0.5,0.5,0.0,0.0,,,,,,,-0.0,0.0,-0.1,0.6,0.3,0.9,0.0,M,PL
M. Olise,CRP,0.5,0.5,0.0,0.0,,,,,,,0.1,0.0,0.0,0.5,0.5,0.5,0.9,M,PL
T. Teye Partey,ARS,0.5,0.5,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.7,0.2,0.0,3.6,M,PL
B. Badiashile,CHE,0.5,0.5,0.0,0.2,,,,,,,-0.3,0.0,-0.1,0.5,0.6,0.2,0.0,F,PL
Casemiro,MAU,0.5,0.4,0.0,0.0,,,,,,,0.0,0.0,0.0,0.6,0.2,0.0,9.9,M,PL
R. Lodi,NOT,0.5,0.5,0.0,0.1,,,,,,,0.3,0.0,0.0,0.7,0.2,0.4,-1.8,F,PL
K. Tierney,ARS,0.5,0.5,0.0,0.0,,,,,,,0.1,0.0,0.0,0.6,0.4,0.2,-0.9,F,PL
D. McNeil,EVE,0.5,0.5,1.0,0.2,,,,,,,0.2,1.0,0.2,0.5,0.5,0.5,0.0,A,PL
R. Holding,ARS,0.5,0.5,0.0,0.0,,,,,,,0.3,0.0,0.0,0.8,0.3,0.0,-4.5,F,PL
K. Sulemana,SOU,0.5,0.5,1.0,0.3,,,,,,,0.3,1.0,0.2,0.5,0.5,0.4,-2.7,A,PL
C. Plain,BOU,0.5,0.5,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.8,0.1,0.1,0.0,G,PL
A. Iwobi,EVE,0.5,0.5,0.0,0.2,,,,,,,0.4,0.0,0.1,0.7,0.4,0.2,-5.4,A,PL
A. Robinson,FUL,0.4,0.5,1.0,0.2,,,,,,,0.3,-1.0,0.0,0.6,0.4,0.3,-1.8,F,PL
R. Jimenez,WOL,0.4,0.5,0.0,0.0,,,,,,,0.2,0.0,0.0,0.5,0.4,0.5,-1.8,A,PL
P. Bamford,LEE,0.4,0.5,0.0,0.0,,,,,,,0.1,0.0,0.0,0.4,0.4,0.9,-1.8,A,PL
N. Maupay,EVE,0.4,0.4,0.0,0.0,,,,,,,0.3,0.0,0.0,0.4,0.3,0.9,2.7,A,PL
A. Young,ASV,0.4,0.4,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.3,0.5,0.5,0.9,F,PL
K. Iheanacho,LEI,0.4,0.4,0.0,0.1,,,,,,,-0.0,0.0,0.0,0.4,0.5,0.2,3.6,A,PL
T. Adams,LEE,0.4,0.4,0.0,0.3,,,,,,,0.4,0.0,0.3,0.6,0.3,0.3,-2.7,M,PL
M. Lemina,WOL,0.4,0.4,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.5,0.9,-1.8,M,PL
P. Struijk,LEE,0.4,0.4,0.0,0.0,,,,,,,0.1,0.0,-0.1,0.6,0.2,0.5,-0.9,F,PL
A. Gordon,NEW,0.4,0.4,0.0,0.0,,,,,,,-0.4,0.0,-0.3,0.6,0.3,0.2,0.0,A,PL
H. Son,TOT,0.4,0.4,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.5,0.3,0.5,0.9,A,PL
H. Ziyech,CHE,0.4,0.4,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.5,0.3,0.2,0.9,M,PL
T. Tomiyasu,ARS,0.4,0.4,0.0,0.0,,,,,,,0.2,0.0,0.0,0.5,0.4,0.3,-3.6,F,PL
M. Solomon,FUL,0.4,0.4,0.0,0.0,,,,,,,0.4,0.0,0.0,0.5,0.3,0.1,0.9,A,PL
M. Mount,CHE,0.4,0.4,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.3,0.4,0.5,0.0,M,PL
B. Guimaraes,NEW,0.4,0.4,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.6,0.1,0.2,0.0,M,PL
W. Caballero,SOU,0.4,0.4,0.0,0.3,,,,,,,0.0,0.0,0.0,0.4,0.4,0.2,0.0,G,PL
W. Fofana,CHE,0.4,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.1,0.2,19.8,F,PL
F. Vieira,ARS,0.4,0.4,0.0,0.1,,,,,,,0.3,0.0,0.1,0.5,0.3,0.2,-2.7,M,PL
B. De Cordova-Reid,FUL,0.4,0.4,0.0,0.2,,,,,,,0.2,0.0,0.2,0.5,0.2,0.2,-0.9,A,PL
A. Isak,NEW,0.4,0.4,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.6,0.2,0.2,-0.9,A,PL
P. Onuachu,SOU,0.4,0.4,0.0,0.0,,,,,,,0.2,0.0,0.0,0.3,0.4,0.5,0.0,A,PL
E. Simms,EVE,0.4,0.4,0.0,0.0,,,,,,,-0.3,0.0,-0.1,0.2,0.4,0.9,-0.9,A,PL
P. Sarr,TOT,0.4,0.4,0.0,0.2,,,,,,,0.0,0.0,0.0,0.3,0.4,0.5,-0.9,M,PL
L. Paqueta,WHU,0.4,0.4,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.4,0.3,0.5,0.0,M,PL
P. Coutinho,ASV,0.3,0.4,0.0,0.0,,,,,,,0.2,0.0,0.0,0.5,0.2,0.2,-0.9,M,PL
K. Ajer,BRE,0.3,0.3,0.0,0.1,,,,,,,-0.4,0.0,-0.4,0.5,0.2,0.0,0.9,F,PL
L. Digne,ASV,0.3,0.3,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4,0.2,0.3,1.8,F,PL
O. Mangala,NOT,0.3,0.4,1.0,0.2,,,,,,,0.2,1.0,0.2,0.3,0.4,0.4,-4.5,M,PL
T. Walcott,SOU,0.3,0.4,0.0,0.3,,,,,,,0.3,0.0,0.3,0.2,0.3,1.0,-2.7,M,PL
D. Kulusevski,TOT,0.3,0.3,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.3,0.9,0.0,M,PL
J. Dasilva,BRE,0.3,0.3,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.4,0.2,0.1,2.7,M,PL
D. Podence,WOL,0.3,0.3,0.0,0.2,,,,,,,0.1,0.0,0.2,0.4,0.3,0.2,-0.9,A,PL
C. Romero,TOT,0.3,0.3,0.0,0.2,,,,,,,0.1,0.0,0.1,0.2,0.2,0.5,6.3,F,PL
C. Jones,LIV,0.3,0.3,0.0,0.2,,,,,,,0.2,0.0,0.1,0.4,0.2,0.2,-0.9,M,PL
M. Ritchie,NEW,0.3,0.3,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.4,0.3,0.1,0.9,F,PL
A. Hickey,BRE,0.3,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.1,0.0,0.1,23.4,F,PL
C. Coady,EVE,0.3,0.3,0.0,0.1,,,,,,,0.1,0.0,0.1,0.3,0.3,0.2,0.0,F,PL
F. Pellistri,MAU,0.3,0.3,0.0,0.0,,,,,,,-0.4,0.0,-0.3,0.3,0.3,0.1,0.0,M,PL
W. Zaha,CRP,0.3,0.3,0.0,0.0,,,,,,,-0.0,0.0,-0.1,0.3,0.3,0.3,-1.8,A,PL
C. Chukwuemeka,CHE,0.3,0.3,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.2,0.9,0.0,M,PL
J. Moutinho,WOL,0.3,0.3,0.0,0.2,,,,,,,-0.1,0.0,0.1,0.3,0.2,0.3,0.0,M,PL
J. Tomkins,CRP,0.3,0.3,0.0,0.0,,,,,,,-0.2,0.0,-0.2,0.4,0.2,0.2,-1.8,F,PL
W. Boly,NOT,0.3,0.3,0.0,0.0,,,,,,,-0.1,0.0,-0.3,0.3,0.3,0.0,0.9,F,PL
R. Kristensen,LEE,0.3,0.3,0.0,0.0,,,,,,,0.1,0.0,0.0,0.4,0.1,0.2,-0.9,F,PL
C. Alcaraz,SOU,0.3,0.3,0.0,0.2,,,,,,,0.2,0.0,0.2,0.2,0.3,0.2,0.0,M,PL
J. Sancho,MAU,0.3,0.2,0.0,0.0,,,,,,,-0.2,-1.0,-0.5,0.4,0.1,0.1,0.9,A,PL
J. Stones,MAC,0.2,0.3,0.0,0.0,,,,,,,-0.0,0.0,-0.1,0.4,0.1,0.2,-1.8,F,PL
N. Aguerd,WHU,0.2,0.3,0.0,0.2,,,,,,,0.3,0.0,0.2,0.3,0.2,0.2,-1.8,F,PL
C. Gallagher,CHE,0.2,0.3,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.2,0.4,-0.9,M,PL
C. Palmer,MAC,0.2,0.3,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.4,0.1,0.1,-0.9,M,PL
T. Kehrer,WHU,0.2,0.3,0.0,0.1,,,,,,,0.2,0.0,0.1,0.3,0.1,0.3,-0.9,F,PL
A. Traore Diarra,WOL,0.2,0.3,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.3,0.2,0.2,-0.9,A,PL
M. Cash,ASV,0.2,0.2,0.0,0.1,,,,,,,0.1,0.0,0.1,0.2,0.1,0.1,5.4,F,PL
B. Gilmour,BRI,0.2,0.3,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.3,0.2,0.2,-1.8,M,PL
J. Maddison,LEI,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.2,0.0,-0.9,M,PL
D. Zakaria,CHE,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.1,0.6,0.0,M,PL
D. Ward,LEI,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.5,1.8,G,PL
W. Hughes,CRP,0.2,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.4,0.1,0.1,-0.9,M,PL
A. Webster,BRI,0.2,0.1,0.0,0.0,,,,,,,-0.3,0.0,-0.3,0.1,0.2,0.2,9.0,F,PL
E. Dier,TOT,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.1,0.2,0.9,F,PL
R. Dias,MAC,0.2,0.2,0.0,0.1,,,,,,,0.1,0.0,0.0,0.3,0.2,0.1,1.8,F,PL
D. Undav,BRI,0.2,0.2,0.0,0.0,,,,,,,-0.5,0.0,-0.2,0.3,0.1,0.2,0.9,A,PL
H. Barnes,LEI,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.2,0.3,0.9,M,PL
A. Cresswell,WHU,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.2,0.1,0.9,F,PL
R. Moreno,LEE,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.4,0.1,0.1,-2.7,A,PL
R. Firmino,LIV,0.2,0.2,0.0,0.0,,,,,,,0.2,0.0,0.0,0.2,0.2,0.4,-1.8,A,PL
P. Aubameyang,CHE,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.3,0.1,0.2,-0.9,A,PL
J. Ayew,CRP,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.1,0.0,-0.9,A,PL
M. Sabitzer,MAU,0.2,0.2,0.0,0.0,,,,,,,-0.3,0.0,-0.1,0.3,0.2,0.0,-0.9,M,PL
N. Williams,NOT,0.2,0.2,0.0,0.1,,,,,,,0.1,0.0,0.1,0.2,0.3,0.0,0.9,F,PL
T. Alcantara,LIV,0.2,0.2,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.3,0.1,0.2,-0.9,M,PL
J. Colback,NOT,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.1,0.3,0.2,-0.9,M,PL
C. Azpilicueta,CHE,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.2,0.1,0.0,F,PL
O. Edouard,CRP,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.3,0.0,0.0,A,PL
M. Salisu,SOU,0.2,0.2,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.2,0.5,0.0,F,PL
B. Aaronson,LEE,0.2,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.1,0.2,0.0,M,PL
W. Hennessey,NOT,0.2,0.2,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.2,0.1,0.4,0.0,G,PL
K. Dewsbury-Hall,LEI,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.2,1.8,M,PL
J. Duran,ASV,0.2,0.2,0.0,0.2,,,,,,,0.1,0.0,0.2,0.1,0.3,0.0,-2.7,F,PL
M. Antonio,WHU,0.2,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.2,0.0,-0.9,A,PL
C. Doucoure,CRP,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.1,0.2,0.1,0.3,0.0,M,PL
D. Welbeck,BRI,0.2,0.1,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.2,0.1,0.0,1.8,A,PL
A. Bella Kotchap,SOU,0.2,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.3,0.1,0.0,-1.8,F,PL
M. Kovacic,CHE,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.2,-0.9,M,PL
J. McGinn,ASV,0.2,0.1,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.1,0.3,0.9,M,PL
P. Billing,BOU,0.2,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.2,-0.9,M,PL
L. Thomas,LEI,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.2,0.2,0.0,F,PL
I. Diallo,SOU,0.1,0.1,0.0,0.2,,,,,,,0.1,0.0,0.2,0.1,0.2,0.2,0.0,M,PL
D. Ings,WHU,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.2,2.7,A,PL
D. Gray,EVE,0.1,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.1,0.0,-3.6,A,PL
M. Damsgaard,BRE,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,PL
D. Calvert-Lewin,EVE,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.1,0.2,0.0,A,PL
V. Lindelöf,MAU,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.1,0.1,0.0,F,PL
G. Scamacca,WHU,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.1,0.0,A,PL
M. Orsic,SOU,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.2,0.3,-0.9,M,PL
L. Milivojevic,CRP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,-0.1,0.2,0.0,0.0,0.0,M,PL
R. Loftus-Cheek,CHE,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.1,0.2,0.0,0.9,M,PL
S. McTominay,MAU,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.0,0.9,M,PL
D. James,FUL,0.1,0.1,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.0,0.1,-0.9,M,PL
F. Carvalho,LIV,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.0,-0.9,A,PL
R. Olsen,ASV,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.1,0.1,0.0,G,PL
F. Marschall,ASV,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.0,0.2,0.0,G,PL
M. Guehi,CRP,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.0,0.2,0.0,F,PL
T. Castagne,LEI,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.1,0.0,F,PL
D. Amartey,LEI,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.0,0.1,0.0,F,PL
J. Murphy,NEW,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,PL
B. Davies,TOT,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.1,0.0,F,PL
B. Chilwell,CHE,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,-0.1,0.1,0.0,0.0,5.4,F,PL
Y. Mina,EVE,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.0,0.2,0.0,F,PL
H. Wilson,FUL,0.1,0.1,0.0,0.0,,,,,,,0.1,0.0,0.0,0.2,0.1,0.0,0.0,M,PL
F. Buonanotte,BRI,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.0,0.1,1.8,M,PL
N. Mendy,LEI,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.2,-1.8,M,PL
J. Ramsey,ASV,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.2,0.1,0.0,0.0,M,PL
A. Moreno,ASV,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,1.8,F,PL
S. Baptiste,BRE,0.1,0.1,0.0,0.0,,,,,,,0.1,0.0,0.0,0.1,0.1,0.0,1.8,M,PL
J. Worrall,NOT,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.0,-0.9,F,PL
R. Freuler,NOT,0.1,0.1,1.0,0.2,,,,,,,0.1,1.0,0.2,0.1,0.1,0.0,0.0,M,PL
J. Shelvey,NOT,0.1,0.1,0.0,0.1,,,,,,,0.1,0.0,0.1,0.1,0.1,0.2,0.0,M,PL
M. Djenepo,SOU,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.0,M,PL
M. Lanzini,WHU,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.0,0.0,M,PL
T. Gomes,WOL,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.1,0.2,0.0,F,PL
W. Faes,LEI,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.0,0.3,0.9,F,PL
K. Phillips,MAC,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.1,0.1,0.1,0.0,-1.8,M,PL
M. Elyounoussi,SOU,0.1,0.1,0.0,0.0,,,,,,,0.1,0.0,0.0,0.1,0.1,0.0,-0.9,A,PL
O. Hutchinson,CHE,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.2,0.0,0.0,0.0,M,PL
J. Vardy,LEI,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.0,0.1,0.0,A,PL
Y. Bissouma,TOT,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.1,0.1,0.0,M,PL
C. Richards,CRP,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.9,F,PL
W. Ndidi,LEI,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.0,1.8,M,PL
D. dos Santos,NOT,0.1,0.1,0.0,0.3,,,,,,,0.1,0.0,0.3,0.1,0.1,0.0,-2.7,M,PL
L. Harris,FUL,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.0,0.0,M,PL
D. Henderson,NOT,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.1,0.0,0.0,G,PL
D. Praet,LEI,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,0.0,0.1,0.1,0.0,0.9,M,PL
C. Soares,FUL,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.1,0.0,-0.9,F,PL
E. Konsa Ngoyo,ASV,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.0,0.2,0.0,F,PL
Neto,BOU,0.1,0.1,0.0,0.0,,,,,,,-0.0,0.0,-0.1,0.1,0.0,0.0,0.0,G,PL
E. Anderson,NEW,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.1,0.0,0.1,0.0,M,PL
